"Region Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
CAL,"2/11/2019, Pacific Time",664751,708090,533805,-150968
CAL,"2/12/2019, Pacific Time",687849,709448,535253,-171057
CAL,"2/13/2019, Pacific Time",683529,723637,559929,-145477
CAL,"2/14/2019, Pacific Time",656929,715206,522129,-164240
CAL,"2/15/2019, Pacific Time",666599,701238,522844,-150711
CAL,"2/16/2019, Pacific Time",636259,634977,471386,-147302
CAL,"2/17/2019, Pacific Time",632453,635001,481317,-132926
CAL,"2/18/2019, Pacific Time",665594,699283,535232,-132619
CAL,"2/19/2019, Pacific Time",674156,714069,549865,-145713
CAL,"2/20/2019, Pacific Time",724321,734900,518324,-193952
CAL,"2/21/2019, Pacific Time",727507,725104,517229,-190911
CAL,"2/22/2019, Pacific Time",709199,713562,537005,-145857
CAL,"2/23/2019, Pacific Time",649302,654974,495794,-136573
CAL,"2/24/2019, Pacific Time",587327,624212,492926,-97863
CAL,"2/25/2019, Pacific Time",661049,703333,562867,-102964
CAL,"2/26/2019, Pacific Time",617452,701900,559657,-117184
CAL,"2/27/2019, Pacific Time",596023,699880,558825,-99650
CAL,"2/28/2019, Pacific Time",590495,690400,570577,-74492
CAL,"3/1/2019, Pacific Time",582699,675840,569055,-69563
CAL,"3/2/2019, Pacific Time",570196,641772,523883,-90945
CAL,"3/3/2019, Pacific Time",541542,608043,518662,-63286
CAL,"3/4/2019, Pacific Time",588435,673949,570422,-76727
CAL,"3/5/2019, Pacific Time",602644,697014,571304,-104052
CAL,"3/6/2019, Pacific Time",614028,715774,545212,-128837
CAL,"3/7/2019, Pacific Time",597926,701280,511022,-147687
CAL,"3/8/2019, Pacific Time",597529,693630,557947,-92796
CAL,"3/9/2019, Pacific Time",570377,644076,516712,-105841
CAL,"3/10/2019, Pacific Time",534646,541934,482232,-80909
CAL,"3/11/2019, Pacific Time",613240,642280,559402,-99668
CAL,"3/12/2019, Pacific Time",591032,652972,523286,-115983
CAL,"3/13/2019, Pacific Time",577046,681515,527195,-97019
CAL,"3/14/2019, Pacific Time",586280,675446,547398,-86316
CAL,"3/15/2019, Pacific Time",572603,649340,513789,-99363
CAL,"3/16/2019, Pacific Time",548223,607482,480935,-99241
CAL,"3/17/2019, Pacific Time",539136,587836,463409,-98132
CAL,"3/18/2019, Pacific Time",592430,682659,498779,-129869
CAL,"3/19/2019, Pacific Time",589337,678399,486648,-149239
CAL,"3/20/2019, Pacific Time",600312,691399,489008,-148124
CAL,"3/21/2019, Pacific Time",603155,680185,501824,-132679
CAL,"3/22/2019, Pacific Time",600482,668527,512942,-124030
CAL,"3/23/2019, Pacific Time",553769,603379,451427,-125842
CAL,"3/24/2019, Pacific Time",542047,583383,445477,-104881
CAL,"3/25/2019, Pacific Time",618644,669537,510601,-127395
CAL,"3/26/2019, Pacific Time",612362,675394,485277,-143772
CAL,"3/27/2019, Pacific Time",635406,679643,488344,-149786
CAL,"3/28/2019, Pacific Time",638409,663276,512035,-119916
CAL,"3/29/2019, Pacific Time",633151,649011,497286,-121910
CAL,"3/30/2019, Pacific Time",610698,605499,452327,-119600
CAL,"3/31/2019, Pacific Time",567108,598330,450295,-115651
CAL,"4/1/2019, Pacific Time",667001,696380,467398,-178832
CAL,"4/2/2019, Pacific Time",662564,675913,484899,-158047
CAL,"4/3/2019, Pacific Time",664610,642110,486886,-153638
CAL,"4/4/2019, Pacific Time",648939,672891,491019,-153597
CAL,"4/5/2019, Pacific Time",635021,676595,509827,-123869
CAL,"4/6/2019, Pacific Time",595147,596865,465877,-110786
CAL,"4/7/2019, Pacific Time",579884,604849,442432,-118008
CAL,"4/8/2019, Pacific Time",663766,701602,500913,-163993
CAL,"4/9/2019, Pacific Time",638074,681503,507515,-123454
CAL,"4/10/2019, Pacific Time",625634,663726,501851,-127607
CAL,"4/11/2019, Pacific Time",638606,661548,497386,-146387
CAL,"4/12/2019, Pacific Time",606590,650663,513228,-112510
CAL,"4/13/2019, Pacific Time",554272,607703,481610,-100825
CAL,"4/14/2019, Pacific Time",573330,589487,466622,-88202
CAL,"4/15/2019, Pacific Time",643958,665714,522241,-111330
CAL,"4/16/2019, Pacific Time",632894,667080,504747,-137139
CAL,"4/17/2019, Pacific Time",666654,598393,502463,-146415
CAL,"4/18/2019, Pacific Time",703578,707117,519243,-165153
CAL,"4/19/2019, Pacific Time",698780,707340,511071,-158767
CAL,"4/20/2019, Pacific Time",624874,618704,505951,-92950
CAL,"4/21/2019, Pacific Time",575422,589732,470771,-86528
CAL,"4/22/2019, Pacific Time",663103,684623,499174,-142828
CAL,"4/23/2019, Pacific Time",710649,727926,520412,-176176
CAL,"4/24/2019, Pacific Time",743045,747062,562566,-169103
CAL,"4/25/2019, Pacific Time",747912,737820,570741,-160050
CAL,"4/26/2019, Pacific Time",722901,735036,548859,-153088
CAL,"4/27/2019, Pacific Time",652073,657767,500252,-130927
CAL,"4/28/2019, Pacific Time",616728,617813,479339,-116427
CAL,"4/29/2019, Pacific Time",671378,686685,505485,-145093
CAL,"4/30/2019, Pacific Time",672175,679649,527376,-126779
CAL,"5/1/2019, Pacific Time",671405,682059,526158,-125585
CAL,"5/2/2019, Pacific Time",682932,689392,518377,-143683
CAL,"5/3/2019, Pacific Time",686869,696083,526079,-147352
CAL,"5/4/2019, Pacific Time",632559,632410,512178,-99306
CAL,"5/5/2019, Pacific Time",587338,598293,493435,-85439
CAL,"5/6/2019, Pacific Time",671323,672434,551811,-102979
CAL,"5/7/2019, Pacific Time",683635,680914,558888,-107211
CAL,"5/8/2019, Pacific Time",688975,692887,560458,-121647
CAL,"5/9/2019, Pacific Time",654650,701171,541080,-143357
CAL,"5/10/2019, Pacific Time",684067,694691,500654,-162846
CAL,"5/11/2019, Pacific Time",635880,640787,482989,-131986
CAL,"5/12/2019, Pacific Time",625201,621239,467769,-136846
CAL,"5/13/2019, Pacific Time",702790,716501,553574,-129604
CAL,"5/14/2019, Pacific Time",709807,717728,561140,-130241
CAL,"5/15/2019, Pacific Time",702090,704239,530699,-153038
CAL,"5/16/2019, Pacific Time",678438,693022,513287,-137128
CAL,"5/17/2019, Pacific Time",664013,664448,498204,-135709
CAL,"5/18/2019, Pacific Time",627642,622624,447319,-152034
CAL,"5/19/2019, Pacific Time",601190,596095,421878,-148330
CAL,"5/20/2019, Pacific Time",648162,659500,483129,-136385
CAL,"5/21/2019, Pacific Time",658654,673020,491234,-140668
CAL,"5/22/2019, Pacific Time",656911,657590,483520,-145904
CAL,"5/23/2019, Pacific Time",676467,671110,478010,-169469
CAL,"5/24/2019, Pacific Time",654754,659053,454749,-175538
CAL,"5/25/2019, Pacific Time",598661,615027,445311,-128364
CAL,"5/26/2019, Pacific Time",576382,585086,419612,-129870
CAL,"5/27/2019, Pacific Time",581566,595988,430688,-124383
CAL,"5/28/2019, Pacific Time",656764,654664,478705,-153678
CAL,"5/29/2019, Pacific Time",692298,687484,484387,-183817
CAL,"5/30/2019, Pacific Time",701572,704572,502937,-175366
CAL,"5/31/2019, Pacific Time",709332,710770,498432,-185242
CAL,"6/1/2019, Pacific Time",669281,668032,490738,-153638
CAL,"6/2/2019, Pacific Time",647267,647867,464264,-142635
CAL,"6/3/2019, Pacific Time",733519,740977,529834,-178663
CAL,"6/4/2019, Pacific Time",793316,793787,570074,-199955
CAL,"6/5/2019, Pacific Time",830133,825651,594359,-209566
CAL,"6/6/2019, Pacific Time",769180,784610,558347,-183919
CAL,"6/7/2019, Pacific Time",724683,729780,543913,-154119
CAL,"6/8/2019, Pacific Time",698820,707077,524833,-148440
CAL,"6/9/2019, Pacific Time",744997,750057,556197,-164687
CAL,"6/10/2019, Pacific Time",925983,888771,676527,-225456
CAL,"6/11/2019, Pacific Time",981940,941775,747823,-208420
CAL,"6/12/2019, Pacific Time",950603,945804,763980,-158682
CAL,"6/13/2019, Pacific Time",834711,882425,651808,-154441
CAL,"6/14/2019, Pacific Time",776664,793727,602964,-148529
CAL,"6/15/2019, Pacific Time",704936,716879,546459,-132513
CAL,"6/16/2019, Pacific Time",677158,697568,526900,-125022
CAL,"6/17/2019, Pacific Time",777893,792706,582413,-171365
CAL,"6/18/2019, Pacific Time",821326,819580,588335,-209150
CAL,"6/19/2019, Pacific Time",825348,820462,606946,-193951
CAL,"6/20/2019, Pacific Time",779959,781790,574903,-179716
CAL,"6/21/2019, Pacific Time",737930,753475,547876,-163415
CAL,"6/22/2019, Pacific Time",710597,717610,534197,-150747
CAL,"6/23/2019, Pacific Time",734965,732857,532279,-177209
CAL,"6/24/2019, Pacific Time",808346,816457,591692,-190528
CAL,"6/25/2019, Pacific Time",773386,792046,578775,-180062
CAL,"6/26/2019, Pacific Time",752421,755497,559474,-165107
CAL,"6/27/2019, Pacific Time",750731,739888,546195,-178517
CAL,"6/28/2019, Pacific Time",759426,755568,546970,-187485
CAL,"6/29/2019, Pacific Time",720702,714837,550297,-143673
CAL,"6/30/2019, Pacific Time",721604,714760,571203,-124179
CAL,"7/1/2019, Pacific Time",807073,809316,629512,-152263
CAL,"7/2/2019, Pacific Time",813853,806258,622332,-163597
CAL,"7/3/2019, Pacific Time",795120,794054,605009,-163900
CAL,"7/4/2019, Pacific Time",716123,722195,545359,-142101
CAL,"7/5/2019, Pacific Time",778229,806003,581347,-172815
CAL,"7/6/2019, Pacific Time",751605,762948,546964,-178893
CAL,"7/7/2019, Pacific Time",702366,710435,526341,-148391
CAL,"7/8/2019, Pacific Time",757080,763459,580419,-152691
CAL,"7/9/2019, Pacific Time",790952,786872,608496,-156018
CAL,"7/10/2019, Pacific Time",839431,832266,644696,-167929
CAL,"7/11/2019, Pacific Time",883118,882380,678939,-175886
CAL,"7/12/2019, Pacific Time",907180,929639,707394,-170408
CAL,"7/13/2019, Pacific Time",863908,894308,654905,-179756
CAL,"7/14/2019, Pacific Time",829723,849431,636562,-164585
CAL,"7/15/2019, Pacific Time",920622,929365,724307,-169817
CAL,"7/16/2019, Pacific Time",910314,915917,708466,-174296
CAL,"7/17/2019, Pacific Time",890783,888398,655684,-209751
CAL,"7/18/2019, Pacific Time",880824,856157,644983,-209603
CAL,"7/19/2019, Pacific Time",838985,827735,635440,-177334
CAL,"7/20/2019, Pacific Time",776518,777807,603775,-147390
CAL,"7/21/2019, Pacific Time",796157,785187,627700,-142152
CAL,"7/22/2019, Pacific Time",926883,920039,726612,-171055
CAL,"7/23/2019, Pacific Time",987265,963031,763419,-192150
CAL,"7/24/2019, Pacific Time",1013810,1014035,767819,-214223
CAL,"7/25/2019, Pacific Time",998609,1004398,762744,-205444
CAL,"7/26/2019, Pacific Time",997867,980832,774929,-195080
CAL,"7/27/2019, Pacific Time",954505,940584,716989,-210517
CAL,"7/28/2019, Pacific Time",919498,943057,733192,-156838
CAL,"7/29/2019, Pacific Time",932395,949781,777477,-124809
CAL,"7/30/2019, Pacific Time",903787,912421,696524,-171785
CAL,"7/31/2019, Pacific Time",894979,903728,682274,-196465
CAL,"8/1/2019, Pacific Time",914811,908825,676896,-210388
CAL,"8/2/2019, Pacific Time",917277,950557,701294,-186263
CAL,"8/3/2019, Pacific Time",880987,906928,691683,-158261
CAL,"8/4/2019, Pacific Time",856973,864797,696556,-130469
CAL,"8/5/2019, Pacific Time",936718,943680,778108,-129322
CAL,"8/6/2019, Pacific Time",955143,939292,760462,-159973
CAL,"8/7/2019, Pacific Time",912364,912809,698029,-182297
CAL,"8/8/2019, Pacific Time",866726,888764,649244,-186400
CAL,"8/9/2019, Pacific Time",841914,853692,626282,-183886
CAL,"8/10/2019, Pacific Time",782703,774265,566193,-188371
CAL,"8/11/2019, Pacific Time",762048,772756,553136,-180883
CAL,"8/12/2019, Pacific Time",877438,888608,650794,-192030
CAL,"8/13/2019, Pacific Time",926170,913681,714140,-181059
CAL,"8/14/2019, Pacific Time",977181,972886,753591,-196353
CAL,"8/15/2019, Pacific Time",994488,993513,773076,-193809
CAL,"8/16/2019, Pacific Time",955773,964557,725102,-203988
CAL,"8/17/2019, Pacific Time",815632,832685,606406,-180931
CAL,"8/18/2019, Pacific Time",755801,667787,569587,-157015
CAL,"8/19/2019, Pacific Time",841950,853430,644551,-172234
CAL,"8/20/2019, Pacific Time",867938,877200,690118,-151761
CAL,"8/21/2019, Pacific Time",912046,901304,697165,-189695
CAL,"8/22/2019, Pacific Time",924695,923776,692466,-207624
CAL,"8/23/2019, Pacific Time",909521,905348,678250,-203683
CAL,"8/24/2019, Pacific Time",884635,840561,647252,-208602
CAL,"8/25/2019, Pacific Time",888126,848457,638207,-201977
CAL,"8/26/2019, Pacific Time",990432,958480,760465,-203046
CAL,"8/27/2019, Pacific Time",992494,980381,775508,-187932
CAL,"8/28/2019, Pacific Time",949751,967957,744578,-174986
CAL,"8/29/2019, Pacific Time",952891,947125,714007,-211467
CAL,"8/30/2019, Pacific Time",952181,915805,721094,-202121
CAL,"8/31/2019, Pacific Time",892373,897319,673022,-189367
CAL,"9/1/2019, Pacific Time",872651,900935,644652,-198310
CAL,"9/2/2019, Pacific Time",906997,912343,692289,-206387
CAL,"9/3/2019, Pacific Time",1002587,976936,781233,-195225
CAL,"9/4/2019, Pacific Time",1019146,998576,805255,-185551
CAL,"9/5/2019, Pacific Time",1003668,1003519,809507,-166388
CAL,"9/6/2019, Pacific Time",975978,973278,759962,-185920
CAL,"9/7/2019, Pacific Time",852871,838368,631253,-191602
CAL,"9/8/2019, Pacific Time",752247,761699,533725,-190907
CAL,"9/9/2019, Pacific Time",821203,823765,588932,-205590
CAL,"9/10/2019, Pacific Time",804531,808137,579419,-199605
CAL,"9/11/2019, Pacific Time",816556,829172,578986,-210872
CAL,"9/12/2019, Pacific Time",884625,886701,639836,-217545
CAL,"9/13/2019, Pacific Time",943873,933069,674921,-242876
CAL,"9/14/2019, Pacific Time",895859,879840,629023,-239521
CAL,"9/15/2019, Pacific Time",804739,823930,560223,-217486
CAL,"9/16/2019, Pacific Time",828513,839552,571898,-229572
CAL,"9/17/2019, Pacific Time",807979,811799,570996,-211891
CAL,"9/18/2019, Pacific Time",803906,794573,564028,-213084
CAL,"9/19/2019, Pacific Time",781088,777881,537066,-215192
CAL,"9/20/2019, Pacific Time",787576,788398,523894,-234218
CAL,"9/21/2019, Pacific Time",761550,766744,500330,-234474
CAL,"9/22/2019, Pacific Time",756782,767955,500577,-228206
CAL,"9/23/2019, Pacific Time",840919,841090,577036,-229594
CAL,"9/24/2019, Pacific Time",888193,909348,628711,-227557
CAL,"9/25/2019, Pacific Time",916406,914783,652117,-230713
CAL,"9/26/2019, Pacific Time",859320,858727,593427,-235050
CAL,"9/27/2019, Pacific Time",791954,789789,550061,-212256
CAL,"9/28/2019, Pacific Time",683877,680032,464501,-189827
CAL,"9/29/2019, Pacific Time",631247,633168,442024,-145399
CAL,"9/30/2019, Pacific Time",687693,702977,495933,-163255
CAL,"10/1/2019, Pacific Time",694496,711898,487644,-147001
CAL,"10/2/2019, Pacific Time",706863,703555,494514,-168880
CAL,"10/3/2019, Pacific Time",712194,710314,424156,-158675
CAL,"10/4/2019, Pacific Time",701659,705107,438638,-162176
CAL,"10/5/2019, Pacific Time",658104,671215,555110,-151052
CAL,"10/6/2019, Pacific Time",657072,666012,577134,-136208
CAL,"10/7/2019, Pacific Time",753701,760753,597757,-159531
CAL,"10/8/2019, Pacific Time",752299,766074,510489,-175227
CAL,"10/9/2019, Pacific Time",701421,738755,494844,-123269
CAL,"10/10/2019, Pacific Time",696588,714038,486820,-129328
CAL,"10/11/2019, Pacific Time",702391,714392,466678,-147850
CAL,"10/12/2019, Pacific Time",649978,631887,418181,-150765
CAL,"10/13/2019, Pacific Time",620700,612659,395968,-144349
CAL,"10/14/2019, Pacific Time",678477,698893,452924,-161642
CAL,"10/15/2019, Pacific Time",715925,714379,488198,-142582
CAL,"10/16/2019, Pacific Time",736466,721868,488185,-160376
CAL,"10/17/2019, Pacific Time",700916,715395,475700,-152534
CAL,"10/18/2019, Pacific Time",693753,697369,473911,-145517
CAL,"10/19/2019, Pacific Time",641968,635081,424797,-144049
CAL,"10/20/2019, Pacific Time",632454,629397,418717,-146617
CAL,"10/21/2019, Pacific Time",741777,742009,494067,-168844
CAL,"10/22/2019, Pacific Time",774815,776188,517421,-174765
CAL,"10/23/2019, Pacific Time",771837,778105,530432,-163780
CAL,"10/24/2019, Pacific Time",789070,777044,541500,-177273
CAL,"10/25/2019, Pacific Time",779976,762795,528660,-179976
CAL,"10/26/2019, Pacific Time",677513,683865,441097,-177595
CAL,"10/27/2019, Pacific Time",587985,627352,408803,-129100
CAL,"10/28/2019, Pacific Time",657496,681529,463306,-143721
CAL,"10/29/2019, Pacific Time",669088,672556,502094,-113569
CAL,"10/30/2019, Pacific Time",673846,674597,518754,-96032
CAL,"10/31/2019, Pacific Time",678424,688539,515065,-97695
CAL,"11/1/2019, Pacific Time",685820,686724,502970,-124914
CAL,"11/2/2019, Pacific Time",633378,628415,447600,-124052
CAL,"11/3/2019, Pacific Time",638639,577982,450890,-118868
CAL,"11/4/2019, Pacific Time",691452,650420,498458,-132342
CAL,"11/5/2019, Pacific Time",701185,663377,504060,-135458
CAL,"11/6/2019, Pacific Time",705327,700652,498826,-146892
CAL,"11/7/2019, Pacific Time",711247,701069,489934,-158428
CAL,"11/8/2019, Pacific Time",714829,708100,477288,-175192
CAL,"11/9/2019, Pacific Time",661975,652307,431014,-167178
CAL,"11/10/2019, Pacific Time",626204,624237,415133,-153481
CAL,"11/11/2019, Pacific Time",680074,689806,433902,-176383
CAL,"11/12/2019, Pacific Time",694250,698438,453018,-180628
CAL,"11/13/2019, Pacific Time",689729,685938,444462,-187509
CAL,"11/14/2019, Pacific Time",685892,688131,444840,-176898
CAL,"11/15/2019, Pacific Time",681561,675114,433118,-192481
CAL,"11/16/2019, Pacific Time",634336,618931,397278,-177082
CAL,"11/17/2019, Pacific Time",637655,619457,395292,-179640
CAL,"11/18/2019, Pacific Time",712409,699320,452218,-186992
CAL,"11/19/2019, Pacific Time",705354,703903,455048,-178348
CAL,"11/20/2019, Pacific Time",700880,698211,454527,-172787
CAL,"11/21/2019, Pacific Time",694976,698629,463827,-155009
CAL,"11/22/2019, Pacific Time",692747,686726,446883,-169578
CAL,"11/23/2019, Pacific Time",640516,621117,383766,-183514
CAL,"11/24/2019, Pacific Time",628012,608657,366138,-198012
CAL,"11/25/2019, Pacific Time",688254,693274,440536,-179748
CAL,"11/26/2019, Pacific Time",712370,709416,453607,-178426
CAL,"11/27/2019, Pacific Time",719128,723254,438309,-203892
CAL,"11/28/2019, Pacific Time",671131,660274,394710,-203214
CAL,"11/29/2019, Pacific Time",663737,661073,428724,-174709
CAL,"11/30/2019, Pacific Time",679980,674733,419344,-194555
CAL,"12/1/2019, Pacific Time",660940,637968,410574,-185208
CAL,"12/2/2019, Pacific Time",718087,719152,461102,-182621
CAL,"12/3/2019, Pacific Time",729011,726593,441063,-203047
CAL,"12/4/2019, Pacific Time",740865,728463,444677,-225536
CAL,"12/5/2019, Pacific Time",716966,714006,448956,-195906
CAL,"12/6/2019, Pacific Time",712592,703413,447204,-183892
CAL,"12/7/2019, Pacific Time",678664,662637,407117,-204229
CAL,"12/8/2019, Pacific Time",651368,644585,379016,-202177
CAL,"12/9/2019, Pacific Time",712386,703715,437078,-196377
CAL,"12/10/2019, Pacific Time",730529,718908,445759,-199402
CAL,"12/11/2019, Pacific Time",732239,713329,469983,-186825
CAL,"12/12/2019, Pacific Time",719087,717638,429840,-210836
CAL,"12/13/2019, Pacific Time",714067,706044,432290,-201329
CAL,"12/14/2019, Pacific Time",667877,651317,425281,-166098
CAL,"12/15/2019, Pacific Time",657714,635892,416887,-164644
CAL,"12/16/2019, Pacific Time",735531,717394,465994,-178283
CAL,"12/17/2019, Pacific Time",753832,746663,486215,-179806
CAL,"12/18/2019, Pacific Time",760975,743503,488356,-184731
CAL,"12/19/2019, Pacific Time",663205,726096,430535,-188847
CAL,"12/20/2019, Pacific Time",729811,713317,431365,-213853
CAL,"12/21/2019, Pacific Time",722127,661508,395808,-204424
CAL,"12/22/2019, Pacific Time",695686,650860,412758,-177995
CAL,"12/23/2019, Pacific Time",737005,731633,442538,-200946
CAL,"12/24/2019, Pacific Time",690965,697424,448503,-161207
CAL,"12/25/2019, Pacific Time",652161,670312,416921,-163946
CAL,"12/26/2019, Pacific Time",720713,720377,438833,-188718
CAL,"12/27/2019, Pacific Time",710440,695618,447170,-180517
CAL,"12/28/2019, Pacific Time",672291,662160,404084,-192776
CAL,"12/29/2019, Pacific Time",667599,651758,401413,-185248
CAL,"12/30/2019, Pacific Time",704732,710795,431041,-188328
CAL,"12/31/2019, Pacific Time",676201,671720,403590,-195650
