"Region Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
CAL,"5/28/2018, Pacific Time",698581,703066,499893,-198032
CAL,"5/29/2018, Pacific Time",808987,800872,570527,-237831
CAL,"5/30/2018, Pacific Time",752078,740429,554487,-196930
CAL,"5/31/2018, Pacific Time",720675,711873,532206,-187816
CAL,"6/1/2018, Pacific Time",731511,719574,526418,-204423
CAL,"6/2/2018, Pacific Time",747258,743463,523872,-222729
CAL,"6/3/2018, Pacific Time",768245,765427,547776,-219878
CAL,"6/4/2018, Pacific Time",812660,827071,592677,-227884
CAL,"6/5/2018, Pacific Time",768796,775836,567021,-208092
CAL,"6/6/2018, Pacific Time",755590,743361,560499,-201133
CAL,"6/7/2018, Pacific Time",764233,744252,559528,-204039
CAL,"6/8/2018, Pacific Time",791175,767397,581204,-209243
CAL,"6/9/2018, Pacific Time",733393,709082,553073,-179655
CAL,"6/10/2018, Pacific Time",693074,684058,523481,-168925
CAL,"6/11/2018, Pacific Time",809805,812796,603488,-205663
CAL,"6/12/2018, Pacific Time",867046,872605,659458,-206996
CAL,"6/13/2018, Pacific Time",887554,884477,678624,-208316
CAL,"6/14/2018, Pacific Time",856717,859364,658169,-203869
CAL,"6/15/2018, Pacific Time",809630,808655,590323,-225254
CAL,"6/16/2018, Pacific Time",696301,700958,519890,-181062
CAL,"6/17/2018, Pacific Time",650648,642078,493621,-159082
CAL,"6/18/2018, Pacific Time",752303,739858,563505,-188137
CAL,"6/19/2018, Pacific Time",810093,806246,607647,-201807
CAL,"6/20/2018, Pacific Time",837039,850800,642791,-193612
CAL,"6/21/2018, Pacific Time",844269,869363,657934,-185705
CAL,"6/22/2018, Pacific Time",883193,885641,659455,-223115
CAL,"6/23/2018, Pacific Time",830413,806088,642094,-187709
CAL,"6/24/2018, Pacific Time",771624,778885,605430,-165563
CAL,"6/25/2018, Pacific Time",831679,822067,620035,-211021
CAL,"6/26/2018, Pacific Time",854896,840330,635455,-218804
CAL,"6/27/2018, Pacific Time",844300,836082,653473,-190191
CAL,"6/28/2018, Pacific Time",823483,821953,627213,-196277
CAL,"6/29/2018, Pacific Time",832034,829879,644856,-84254
CAL,"6/30/2018, Pacific Time",737619,730387,542802,-137165
CAL,"7/1/2018, Pacific Time",658926,640555,474850,-146144
CAL,"7/2/2018, Pacific Time",710454,698034,520689,-161030
CAL,"7/3/2018, Pacific Time",695094,712383,501090,-165820
CAL,"7/4/2018, Pacific Time",630757,651722,457403,-144741
CAL,"7/5/2018, Pacific Time",730119,725165,544205,-158691
CAL,"7/6/2018, Pacific Time",853588,854034,618315,-208084
CAL,"7/7/2018, Pacific Time",840742,846328,606678,-202078
CAL,"7/8/2018, Pacific Time",793351,792066,572252,-188690
CAL,"7/9/2018, Pacific Time",843128,818033,593228,-190169
CAL,"7/10/2018, Pacific Time",952848,830897,678004,-241897
CAL,"7/11/2018, Pacific Time",1006066,925834,735245,-241454
CAL,"7/12/2018, Pacific Time",1014072,986558,744534,-239799
CAL,"7/13/2018, Pacific Time",1009136,987431,735243,-243487
CAL,"7/14/2018, Pacific Time",945603,943676,684031,-221298
CAL,"7/15/2018, Pacific Time",906722,887934,630252,-185189
CAL,"7/16/2018, Pacific Time",983522,982511,747049,-205949
CAL,"7/17/2018, Pacific Time",991629,1000368,720887,-238863
CAL,"7/18/2018, Pacific Time",998311,1014710,740163,-229810
CAL,"7/19/2018, Pacific Time",1017494,1002519,749158,-235635
CAL,"7/20/2018, Pacific Time",993635,973026,681352,-258297
CAL,"7/21/2018, Pacific Time",934993,910496,653038,-249889
CAL,"7/22/2018, Pacific Time",921370,896415,704303,-188419
CAL,"7/23/2018, Pacific Time",1063312,1040959,852777,-183449
CAL,"7/24/2018, Pacific Time",1093873,1092689,878692,-183219
CAL,"7/25/2018, Pacific Time",1093769,1114891,875143,-187266
CAL,"7/26/2018, Pacific Time",1060599,1093581,819659,-209955
CAL,"7/27/2018, Pacific Time",1025069,1053982,778647,-215036
CAL,"7/28/2018, Pacific Time",944266,946854,715457,-200067
CAL,"7/29/2018, Pacific Time",919567,916259,716849,-170419
CAL,"7/30/2018, Pacific Time",1021516,1005930,815837,-175443
CAL,"7/31/2018, Pacific Time",1038309,1027420,799174,-207700
CAL,"8/1/2018, Pacific Time",1042235,1017186,810514,-201349
CAL,"8/2/2018, Pacific Time",1024256,1005754,782262,-210147
CAL,"8/3/2018, Pacific Time",1021013,998925,759648,-230667
CAL,"8/4/2018, Pacific Time",950836,942997,729817,-192343
CAL,"8/5/2018, Pacific Time",901330,902851,723556,-147662
CAL,"8/6/2018, Pacific Time",1013757,1039677,817305,-167445
CAL,"8/7/2018, Pacific Time",1035493,1041579,837591,-167831
CAL,"8/8/2018, Pacific Time",1033301,1032255,825712,-177140
CAL,"8/9/2018, Pacific Time",1059178,1035924,847153,-181438
CAL,"8/10/2018, Pacific Time",1047178,1026091,762887,-252123
CAL,"8/11/2018, Pacific Time",974611,931529,683800,-259448
CAL,"8/12/2018, Pacific Time",931771,870938,658490,-242873
CAL,"8/13/2018, Pacific Time",960828,951125,722941,-209455
CAL,"8/14/2018, Pacific Time",943867,944532,731006,-184316
CAL,"8/15/2018, Pacific Time",960293,951375,716924,-213642
CAL,"8/16/2018, Pacific Time",988207,955922,723481,-232835
CAL,"8/17/2018, Pacific Time",1014472,974735,740442,-245056
CAL,"8/18/2018, Pacific Time",952977,928939,704473,-219128
CAL,"8/19/2018, Pacific Time",911937,899973,708121,-173944
CAL,"8/20/2018, Pacific Time",961165,984789,726972,-204342
CAL,"8/21/2018, Pacific Time",933871,952375,688647,-215821
CAL,"8/22/2018, Pacific Time",932898,928311,685132,-219167
CAL,"8/23/2018, Pacific Time",915537,923305,638563,-249061
CAL,"8/24/2018, Pacific Time",877010,894850,598264,-244214
CAL,"8/25/2018, Pacific Time",815825,818553,552731,-232358
CAL,"8/26/2018, Pacific Time",785904,792299,550692,-202819
CAL,"8/27/2018, Pacific Time",848646,863605,595190,-225594
CAL,"8/28/2018, Pacific Time",850682,864403,607155,-216219
CAL,"8/29/2018, Pacific Time",880120,872972,614351,-234009
CAL,"8/30/2018, Pacific Time",873590,880616,597521,-243906
CAL,"8/31/2018, Pacific Time",862727,891986,610670,-222331
CAL,"9/1/2018, Pacific Time",794931,818900,558419,-204838
CAL,"9/2/2018, Pacific Time",770833,792359,530874,-208063
CAL,"9/3/2018, Pacific Time",797571,810886,559771,-207046
CAL,"9/4/2018, Pacific Time",871401,888495,641800,-201734
CAL,"9/5/2018, Pacific Time",868599,895280,662380,-176368
CAL,"9/6/2018, Pacific Time",865573,883609,653865,-180972
CAL,"9/7/2018, Pacific Time",898955,915555,653064,-215246
CAL,"9/8/2018, Pacific Time",877790,884145,640357,-207789
CAL,"9/9/2018, Pacific Time",835562,844073,613208,-191743
CAL,"9/10/2018, Pacific Time",886083,888426,643717,-212030
CAL,"9/11/2018, Pacific Time",859767,860423,623009,-206328
CAL,"9/12/2018, Pacific Time",832527,824992,600730,-202347
CAL,"9/13/2018, Pacific Time",829684,827724,581822,-216856
CAL,"9/14/2018, Pacific Time",839242,836401,576658,-232090
CAL,"9/15/2018, Pacific Time",776420,766607,540702,-203785
CAL,"9/16/2018, Pacific Time",749564,740070,522518,-196008
CAL,"9/17/2018, Pacific Time",813637,831564,587513,-196522
CAL,"9/18/2018, Pacific Time",807807,817752,592886,-183641
CAL,"9/19/2018, Pacific Time",809301,811447,578071,-195260
CAL,"9/20/2018, Pacific Time",831414,831067,572175,-225584
CAL,"9/21/2018, Pacific Time",846166,842477,579065,-235156
CAL,"9/22/2018, Pacific Time",798547,790647,525496,-240786
CAL,"9/23/2018, Pacific Time",758600,755649,511457,-214087
CAL,"9/24/2018, Pacific Time",810316,817323,552643,-226398
CAL,"9/25/2018, Pacific Time",802749,832414,556410,-215639
CAL,"9/26/2018, Pacific Time",839857,853956,576091,-228493
CAL,"9/27/2018, Pacific Time",855974,887173,604103,-205688
CAL,"9/28/2018, Pacific Time",829575,846135,576563,-216545
CAL,"9/29/2018, Pacific Time",741931,728248,491424,-214565
CAL,"9/30/2018, Pacific Time",731012,702797,477141,-215537
CAL,"10/1/2018, Pacific Time",848832,820392,583529,-229544
CAL,"10/2/2018, Pacific Time",830703,803251,592017,-204078
CAL,"10/3/2018, Pacific Time",803391,784595,548161,-221096
CAL,"10/4/2018, Pacific Time",777136,758829,543928,-199286
CAL,"10/5/2018, Pacific Time",755499,745980,558458,-163063
CAL,"10/6/2018, Pacific Time",687393,674632,498994,-153276
CAL,"10/7/2018, Pacific Time",661724,656750,477796,-150808
CAL,"10/8/2018, Pacific Time",745162,738173,527942,-185033
CAL,"10/9/2018, Pacific Time",748801,742254,541211,-176216
CAL,"10/10/2018, Pacific Time",730509,731864,546048,-156024
CAL,"10/11/2018, Pacific Time",728432,720155,561178,-138409
CAL,"10/12/2018, Pacific Time",736791,738056,534272,-172618
CAL,"10/13/2018, Pacific Time",667394,673156,497746,-139413
CAL,"10/14/2018, Pacific Time",635830,647636,491941,-114122
CAL,"10/15/2018, Pacific Time",699894,728314,558559,-114822
CAL,"10/16/2018, Pacific Time",708326,724614,564056,-117149
CAL,"10/17/2018, Pacific Time",716298,715782,561882,-126161
CAL,"10/18/2018, Pacific Time",727374,719742,563071,-136095
CAL,"10/19/2018, Pacific Time",738634,738371,587773,-122768
CAL,"10/20/2018, Pacific Time",686416,689005,544834,-110918
CAL,"10/21/2018, Pacific Time",660285,655737,522001,-108499
CAL,"10/22/2018, Pacific Time",719749,722272,569905,-121347
CAL,"10/23/2018, Pacific Time",729920,723486,578441,-122245
CAL,"10/24/2018, Pacific Time",737250,721448,577974,-129017
CAL,"10/25/2018, Pacific Time",747918,735479,563713,-156388
CAL,"10/26/2018, Pacific Time",747007,748357,556955,-161469
CAL,"10/27/2018, Pacific Time",697567,700468,514476,-152243
CAL,"10/28/2018, Pacific Time",660658,658147,498111,-130197
CAL,"10/29/2018, Pacific Time",721902,720801,535110,-155199
CAL,"10/30/2018, Pacific Time",721577,717675,548095,-144058
CAL,"10/31/2018, Pacific Time",717131,714798,519558,-165502
CAL,"11/1/2018, Pacific Time",729979,720896,511072,-188820
CAL,"11/2/2018, Pacific Time",742217,726534,506131,-207172
CAL,"11/3/2018, Pacific Time",684703,681329,447635,-208504
CAL,"11/4/2018, Pacific Time",685457,610669,442034,-212005
CAL,"11/5/2018, Pacific Time",716781,675442,512163,-176904
CAL,"11/6/2018, Pacific Time",711599,673708,509454,-175292
CAL,"11/7/2018, Pacific Time",712079,703885,552317,-130951
CAL,"11/8/2018, Pacific Time",704600,704281,569697,-103601
CAL,"11/9/2018, Pacific Time",701497,703270,556772,-116027
CAL,"11/10/2018, Pacific Time",659077,643402,496328,-132923
CAL,"11/11/2018, Pacific Time",634629,627295,489228,-115559
CAL,"11/12/2018, Pacific Time",699241,702321,558457,-112422
CAL,"11/13/2018, Pacific Time",718889,712809,566552,-123119
CAL,"11/14/2018, Pacific Time",726839,712210,554104,-141028
CAL,"11/15/2018, Pacific Time",721492,716353,544099,-148566
CAL,"11/16/2018, Pacific Time",721796,710412,504656,-186682
CAL,"11/17/2018, Pacific Time",668435,645480,462929,-173646
CAL,"11/18/2018, Pacific Time",645873,628136,469441,-144545
CAL,"11/19/2018, Pacific Time",720388,717170,523604,-165282
CAL,"11/20/2018, Pacific Time",716990,720394,517102,-168512
CAL,"11/21/2018, Pacific Time",716372,716202,503818,-180568
CAL,"11/22/2018, Pacific Time",621208,637529,432115,-155303
CAL,"11/23/2018, Pacific Time",642140,650893,425146,-187082
CAL,"11/24/2018, Pacific Time",633955,644941,439314,-165112
CAL,"11/25/2018, Pacific Time",624019,623830,436693,-152983
CAL,"11/26/2018, Pacific Time",702443,699313,510590,-157794
CAL,"11/27/2018, Pacific Time",713756,716218,500529,-170771
CAL,"11/28/2018, Pacific Time",714247,708049,501931,-174804
CAL,"11/29/2018, Pacific Time",720365,721619,526189,-164397
CAL,"11/30/2018, Pacific Time",706125,702649,515473,-158353
CAL,"12/1/2018, Pacific Time",669540,665059,480579,-157318
CAL,"12/2/2018, Pacific Time",653626,651209,481328,-139498
CAL,"12/3/2018, Pacific Time",718854,731183,527463,-162091
CAL,"12/4/2018, Pacific Time",734655,729548,519464,-183951
CAL,"12/5/2018, Pacific Time",746510,732477,533106,-184876
CAL,"12/6/2018, Pacific Time",748575,726082,526931,-185796
CAL,"12/7/2018, Pacific Time",720278,702283,499654,-188369
CAL,"12/8/2018, Pacific Time",669008,652681,458147,-179025
CAL,"12/9/2018, Pacific Time",661369,632397,465801,-164856
CAL,"12/10/2018, Pacific Time",731378,708699,507503,-193708
CAL,"12/11/2018, Pacific Time",729539,715417,499036,-198244
CAL,"12/12/2018, Pacific Time",727099,721933,498785,-196199
CAL,"12/13/2018, Pacific Time",723303,719335,506712,-188195
CAL,"12/14/2018, Pacific Time",733625,718740,498878,-201853
CAL,"12/15/2018, Pacific Time",663729,650844,435571,-185830
CAL,"12/16/2018, Pacific Time",657855,641840,447187,-178181
CAL,"12/17/2018, Pacific Time",702758,713330,500668,-171138
CAL,"12/18/2018, Pacific Time",707512,719386,481752,-197000
CAL,"12/19/2018, Pacific Time",717335,704900,488104,-202558
CAL,"12/20/2018, Pacific Time",721559,714318,484829,-207483
CAL,"12/21/2018, Pacific Time",711805,708279,470677,-208823
CAL,"12/22/2018, Pacific Time",662547,660997,444897,-184885
CAL,"12/23/2018, Pacific Time",643337,636885,430612,-165787
CAL,"12/24/2018, Pacific Time",651388,613858,443573,-176323
CAL,"12/25/2018, Pacific Time",608031,617879,441801,-133400
CAL,"12/26/2018, Pacific Time",678666,675170,469476,-179055
CAL,"12/27/2018, Pacific Time",695981,694834,500224,-166575
CAL,"12/28/2018, Pacific Time",705286,694981,492705,-183074
CAL,"12/29/2018, Pacific Time",673520,670795,443918,-199457
CAL,"12/30/2018, Pacific Time",654558,660523,434692,-189335
CAL,"12/31/2018, Pacific Time",684208,690741,468198,-183392
