"Region Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
CAL,"4/23/2017, Pacific Time",653334,642492,491100,-162239
CAL,"4/24/2017, Pacific Time",717617,709071,524434,-193187
CAL,"4/25/2017, Pacific Time",707408,714798,526433,-180978
CAL,"4/26/2017, Pacific Time",727735,726908,525510,-202218
CAL,"4/27/2017, Pacific Time",722982,731448,539908,-183078
CAL,"4/28/2017, Pacific Time",722055,723253,543332,-178723
CAL,"4/29/2017, Pacific Time",684837,669930,494767,-190072
CAL,"4/30/2017, Pacific Time",669012,655870,474406,-194608
CAL,"5/1/2017, Pacific Time",769182,772835,563981,-205207
CAL,"5/2/2017, Pacific Time",817831,807201,611336,-206498
CAL,"5/3/2017, Pacific Time",853572,840427,626187,-216899
CAL,"5/4/2017, Pacific Time",841341,825938,636460,-204893
CAL,"5/5/2017, Pacific Time",761205,779111,574279,-186929
CAL,"5/6/2017, Pacific Time",664840,667973,491491,-173359
CAL,"5/7/2017, Pacific Time",629979,642565,450943,-170966
CAL,"5/8/2017, Pacific Time",714442,721773,537776,-176665
CAL,"5/9/2017, Pacific Time",744387,743886,563034,-181360
CAL,"5/10/2017, Pacific Time",742049,728730,587531,-154520
CAL,"5/11/2017, Pacific Time",738302,714890,576062,-162244
CAL,"5/12/2017, Pacific Time",721442,719132,561561,-159890
CAL,"5/13/2017, Pacific Time",655270,655589,508319,-146970
CAL,"5/14/2017, Pacific Time",622423,622883,476593,-145852
CAL,"5/15/2017, Pacific Time",701044,699587,532011,-169043
CAL,"5/16/2017, Pacific Time",717532,705728,553501,-160869
CAL,"5/17/2017, Pacific Time",717970,715073,531529,-186454
CAL,"5/18/2017, Pacific Time",732608,736310,537885,-194746
CAL,"5/19/2017, Pacific Time",771579,781505,562501,-209093
CAL,"5/20/2017, Pacific Time",769474,761983,556770,-212702
CAL,"5/21/2017, Pacific Time",773756,763057,574047,-199704
CAL,"5/22/2017, Pacific Time",858296,878545,667703,-190592
CAL,"5/23/2017, Pacific Time",872310,876465,663856,-208446
CAL,"5/24/2017, Pacific Time",804182,798516,576103,-228073
CAL,"5/25/2017, Pacific Time",748216,753608,560312,-187891
CAL,"5/26/2017, Pacific Time",728070,725950,539806,-188253
CAL,"5/27/2017, Pacific Time",663347,671635,508037,-155300
CAL,"5/28/2017, Pacific Time",667258,665646,502145,-165105
CAL,"5/29/2017, Pacific Time",693508,713674,514180,-179324
CAL,"5/30/2017, Pacific Time",751432,777971,554151,-197277
CAL,"5/31/2017, Pacific Time",740127,759982,537119,-203006
CAL,"6/1/2017, Pacific Time",769146,754275,569099,-200044
CAL,"6/2/2017, Pacific Time",812461,805506,591234,-221222
CAL,"6/3/2017, Pacific Time",773038,761086,560535,-212500
CAL,"6/4/2017, Pacific Time",737467,735054,573153,-164307
CAL,"6/5/2017, Pacific Time",816906,817307,622500,-194400
CAL,"6/6/2017, Pacific Time",814477,822260,610905,-203561
CAL,"6/7/2017, Pacific Time",795074,800755,605274,-189793
CAL,"6/8/2017, Pacific Time",779013,778565,590778,-188229
CAL,"6/9/2017, Pacific Time",770520,757499,574513,-195996
CAL,"6/10/2017, Pacific Time",688605,683587,519802,-168800
CAL,"6/11/2017, Pacific Time",643649,648491,483652,-159992
CAL,"6/12/2017, Pacific Time",722798,738895,521559,-201237
CAL,"6/13/2017, Pacific Time",763287,763168,541491,-221794
CAL,"6/14/2017, Pacific Time",825894,815369,601062,-224832
CAL,"6/15/2017, Pacific Time",869684,864932,655133,-214542
CAL,"6/16/2017, Pacific Time",934012,941076,706519,-227489
CAL,"6/17/2017, Pacific Time",906055,905465,687731,-218322
CAL,"6/18/2017, Pacific Time",924174,929930,706333,-217843
CAL,"6/19/2017, Pacific Time",1039024,1042895,839178,-199857
CAL,"6/20/2017, Pacific Time",1050176,1093770,846744,-203438
CAL,"6/21/2017, Pacific Time",1039242,1072766,846008,-193243
CAL,"6/22/2017, Pacific Time",1018264,1052107,809012,-209255
CAL,"6/23/2017, Pacific Time",968995,978273,766500,-202494
CAL,"6/24/2017, Pacific Time",882944,889872,722022,-160931
CAL,"6/25/2017, Pacific Time",879602,866713,739110,-140495
CAL,"6/26/2017, Pacific Time",948519,937875,753949,-194570
CAL,"6/27/2017, Pacific Time",923508,905059,700780,-216342
CAL,"6/28/2017, Pacific Time",873400,877761,667632,-199301
CAL,"6/29/2017, Pacific Time",859318,870304,675609,-183714
CAL,"6/30/2017, Pacific Time",857894,869554,659436,-198459
CAL,"7/1/2017, Pacific Time",788295,835342,592263,-196028
CAL,"7/2/2017, Pacific Time",777038,783256,572188,-204848
CAL,"7/3/2017, Pacific Time",854300,850540,628767,-225529
CAL,"7/4/2017, Pacific Time",827950,803289,635719,-192231
CAL,"7/5/2017, Pacific Time",922120,918807,744410,-177709
CAL,"7/6/2017, Pacific Time",981161,986422,807197,-173957
CAL,"7/7/2017, Pacific Time",1064784,1053664,860833,-203946
CAL,"7/8/2017, Pacific Time",1029928,998389,817886,-212045
CAL,"7/9/2017, Pacific Time",969553,936121,749657,-219905
CAL,"7/10/2017, Pacific Time",1044874,1029876,808404,-37765
CAL,"7/11/2017, Pacific Time",1006214,987121,773019,-233194
CAL,"7/12/2017, Pacific Time",981587,960256,763404,-218184
CAL,"7/13/2017, Pacific Time",977487,964461,768469,-200894
CAL,"7/14/2017, Pacific Time",972461,972493,750648,-221808
CAL,"7/15/2017, Pacific Time",940546,955261,722007,-218548
CAL,"7/16/2017, Pacific Time",945494,952035,720540,-224957
CAL,"7/17/2017, Pacific Time",1017636,996859,776295,-241348
CAL,"7/18/2017, Pacific Time",967602,960746,738350,-229260
CAL,"7/19/2017, Pacific Time",965995,958325,718009,-247986
CAL,"7/20/2017, Pacific Time",964272,954106,721039,-244873
CAL,"7/21/2017, Pacific Time",951540,946578,737355,-214183
CAL,"7/22/2017, Pacific Time",925154,925985,709009,-216146
CAL,"7/23/2017, Pacific Time",916871,915462,699979,-216896
CAL,"7/24/2017, Pacific Time",929312,982046,715911,-213401
CAL,"7/25/2017, Pacific Time",941904,948380,740811,-201099
CAL,"7/26/2017, Pacific Time",972697,963487,752218,-220482
CAL,"7/27/2017, Pacific Time",1004775,997089,768137,-236639
CAL,"7/28/2017, Pacific Time",980754,982133,756540,-224212
CAL,"7/29/2017, Pacific Time",901353,907424,688935,-212425
CAL,"7/30/2017, Pacific Time",876726,895854,678520,-198210
CAL,"7/31/2017, Pacific Time",969164,1003531,790593,-178570
CAL,"8/1/2017, Pacific Time",1032062,1049301,876633,-155428
CAL,"8/2/2017, Pacific Time",1077504,1056184,908373,-169137
CAL,"8/3/2017, Pacific Time",1085694,1070284,892762,-192928
CAL,"8/4/2017, Pacific Time",1033027,1033506,810551,-222480
CAL,"8/5/2017, Pacific Time",917638,939799,718447,-199191
CAL,"8/6/2017, Pacific Time",862380,870230,699897,-162484
CAL,"8/7/2017, Pacific Time",946191,955281,775881,-170310
CAL,"8/8/2017, Pacific Time",964790,957482,792560,-172226
CAL,"8/9/2017, Pacific Time",945881,955319,794441,-151439
CAL,"8/10/2017, Pacific Time",956616,960765,780632,-175971
CAL,"8/11/2017, Pacific Time",968891,962239,757168,-211722
CAL,"8/12/2017, Pacific Time",890300,893685,685171,-205130
CAL,"8/13/2017, Pacific Time",838917,854156,645861,-193055
CAL,"8/14/2017, Pacific Time",876024,888109,689618,-186417
CAL,"8/15/2017, Pacific Time",841139,850157,660815,-180323
CAL,"8/16/2017, Pacific Time",857818,846829,660840,-196976
CAL,"8/17/2017, Pacific Time",890947,881050,681120,-209821
CAL,"8/18/2017, Pacific Time",906772,905794,696077,-210675
CAL,"8/19/2017, Pacific Time",838350,848250,639933,-198421
CAL,"8/20/2017, Pacific Time",794180,807546,620548,-173630
CAL,"8/21/2017, Pacific Time",867991,882500,698861,-169131
CAL,"8/22/2017, Pacific Time",906239,902372,740124,-166118
CAL,"8/23/2017, Pacific Time",908907,909179,714108,-194809
CAL,"8/24/2017, Pacific Time",887336,903065,688057,-191171
CAL,"8/25/2017, Pacific Time",900015,916127,734789,-159363
CAL,"8/26/2017, Pacific Time",922261,907425,750088,-172177
CAL,"8/27/2017, Pacific Time",940373,948949,778518,-161864
CAL,"8/28/2017, Pacific Time",1070993,1085027,912298,-158716
CAL,"8/29/2017, Pacific Time",1089678,1104608,897238,-192447
CAL,"8/30/2017, Pacific Time",1077684,1066249,829885,-247844
CAL,"8/31/2017, Pacific Time",1103686,1090941,839100,-264599
CAL,"9/1/2017, Pacific Time",1160559,1154151,899043,-261525
CAL,"9/2/2017, Pacific Time",1114193,1109943,865761,-248442
CAL,"9/3/2017, Pacific Time",1047898,1021997,824402,-223511
CAL,"9/4/2017, Pacific Time",950423,970131,750118,-200561
CAL,"9/5/2017, Pacific Time",1014106,1014576,815184,-198936
CAL,"9/6/2017, Pacific Time",995653,966089,783611,-212046
CAL,"9/7/2017, Pacific Time",935384,949644,720975,-214408
CAL,"9/8/2017, Pacific Time",902924,908540,658932,-244000
CAL,"9/9/2017, Pacific Time",846428,835534,595212,-251216
CAL,"9/10/2017, Pacific Time",887932,883356,652044,-235900
CAL,"9/11/2017, Pacific Time",1004602,998924,768032,-236570
CAL,"9/12/2017, Pacific Time",977844,992285,753443,-224405
CAL,"9/13/2017, Pacific Time",876402,885691,670143,-199326
CAL,"9/14/2017, Pacific Time",804041,821978,625839,-178188
CAL,"9/15/2017, Pacific Time",785159,798742,612355,-172806
CAL,"9/16/2017, Pacific Time",744328,741315,545665,-198666
CAL,"9/17/2017, Pacific Time",710551,717998,535845,-174706
CAL,"9/18/2017, Pacific Time",794367,813073,596088,-198279
CAL,"9/19/2017, Pacific Time",784148,779056,588300,-195854
CAL,"9/20/2017, Pacific Time",783052,784840,592967,-190087
CAL,"9/21/2017, Pacific Time",754239,753814,567303,-186841
CAL,"9/22/2017, Pacific Time",727438,737914,562673,-164760
CAL,"9/23/2017, Pacific Time",671678,686308,505302,-166374
CAL,"9/24/2017, Pacific Time",667850,672657,482552,-185295
CAL,"9/25/2017, Pacific Time",771572,783447,552694,-218879
CAL,"9/26/2017, Pacific Time",805974,820524,581829,-224141
CAL,"9/27/2017, Pacific Time",832226,827434,608490,-223740
CAL,"9/28/2017, Pacific Time",834519,839575,618722,-215803
CAL,"9/29/2017, Pacific Time",828639,836767,618920,-209723
CAL,"9/30/2017, Pacific Time",743873,758879,554015,-189861
CAL,"10/1/2017, Pacific Time",693859,701491,519182,-174684
CAL,"10/2/2017, Pacific Time",763846,757110,558681,-205169
CAL,"10/3/2017, Pacific Time",749397,747273,563977,-185420
CAL,"10/4/2017, Pacific Time",749193,748706,559037,-190156
CAL,"10/5/2017, Pacific Time",760450,758531,567905,-192544
CAL,"10/6/2017, Pacific Time",787404,781960,577991,-209406
CAL,"10/7/2017, Pacific Time",744101,736302,536620,-207486
CAL,"10/8/2017, Pacific Time",679984,686669,527624,-152373
CAL,"10/9/2017, Pacific Time",756133,760791,572323,-183808
CAL,"10/10/2017, Pacific Time",762085,754307,570838,-191256
CAL,"10/11/2017, Pacific Time",746067,731762,552550,-193525
CAL,"10/12/2017, Pacific Time",744262,721461,554967,-189308
CAL,"10/13/2017, Pacific Time",740837,728316,545907,-194939
CAL,"10/14/2017, Pacific Time",690448,684041,540096,-150357
CAL,"10/15/2017, Pacific Time",688986,687687,554658,-134325
CAL,"10/16/2017, Pacific Time",798365,795923,628639,-169737
CAL,"10/17/2017, Pacific Time",808305,807602,631299,-177008
CAL,"10/18/2017, Pacific Time",801672,789558,631709,-169960
CAL,"10/19/2017, Pacific Time",769962,759559,628584,-141375
CAL,"10/20/2017, Pacific Time",737272,727321,578059,-159211
CAL,"10/21/2017, Pacific Time",667402,662865,517255,-150151
CAL,"10/22/2017, Pacific Time",676519,682325,510923,-165600
CAL,"10/23/2017, Pacific Time",840437,841850,651919,-188522
CAL,"10/24/2017, Pacific Time",918403,877255,727301,-191105
CAL,"10/25/2017, Pacific Time",893366,871120,690185,-203188
CAL,"10/26/2017, Pacific Time",833533,836360,652367,-181171
CAL,"10/27/2017, Pacific Time",798780,801626,622974,-175808
CAL,"10/28/2017, Pacific Time",712122,715867,551339,-160784
CAL,"10/29/2017, Pacific Time",659838,666648,521503,-138339
CAL,"10/30/2017, Pacific Time",723452,728908,575092,-148361
CAL,"10/31/2017, Pacific Time",717493,709559,557020,-160478
CAL,"11/1/2017, Pacific Time",718841,706595,560512,-158339
CAL,"11/2/2017, Pacific Time",722507,716867,562434,-160080
CAL,"11/3/2017, Pacific Time",707958,707245,548197,-159765
CAL,"11/4/2017, Pacific Time",649411,652189,540297,-17864
CAL,"11/5/2017, Pacific Time",632256,569926,495583,-136036
CAL,"11/6/2017, Pacific Time",708218,704711,581638,-126577
CAL,"11/7/2017, Pacific Time",720467,713611,589851,-130613
CAL,"11/8/2017, Pacific Time",735558,727671,580210,-155358
CAL,"11/9/2017, Pacific Time",728180,716932,549962,-178222
CAL,"11/10/2017, Pacific Time",705145,707973,538924,-166225
CAL,"11/11/2017, Pacific Time",647568,651947,514785,-132784
CAL,"11/12/2017, Pacific Time",638060,636694,472208,-165852
CAL,"11/13/2017, Pacific Time",711199,707806,533921,-177285
CAL,"11/14/2017, Pacific Time",715311,713141,543721,-171594
CAL,"11/15/2017, Pacific Time",730853,724436,541389,-189461
CAL,"11/16/2017, Pacific Time",738851,728789,552825,-186027
CAL,"11/17/2017, Pacific Time",728477,709375,539088,-189387
CAL,"11/18/2017, Pacific Time",674460,648240,486926,-187533
CAL,"11/19/2017, Pacific Time",650072,634594,465295,-184770
CAL,"11/20/2017, Pacific Time",719440,715645,510957,-208480
CAL,"11/21/2017, Pacific Time",735379,727161,529908,-205473
CAL,"11/22/2017, Pacific Time",755771,754395,535550,-220226
CAL,"11/23/2017, Pacific Time",690044,670942,456388,-233655
CAL,"11/24/2017, Pacific Time",681500,684416,462569,-218932
CAL,"11/25/2017, Pacific Time",669666,667925,448905,-220761
CAL,"11/26/2017, Pacific Time",660993,650450,449278,-211721
CAL,"11/27/2017, Pacific Time",721075,714392,503888,-217192
CAL,"11/28/2017, Pacific Time",736806,719702,521867,-214946
CAL,"11/29/2017, Pacific Time",746118,726223,519695,-226422
CAL,"11/30/2017, Pacific Time",743176,720538,525237,-217942
CAL,"12/1/2017, Pacific Time",741343,727420,524687,-216691
CAL,"12/2/2017, Pacific Time",691097,680099,471065,-220048
CAL,"12/3/2017, Pacific Time",667418,659104,480943,-186502
CAL,"12/4/2017, Pacific Time",745559,730816,541956,-203619
CAL,"12/5/2017, Pacific Time",748639,747220,545426,-203218
CAL,"12/6/2017, Pacific Time",757043,751502,543933,-213116
CAL,"12/7/2017, Pacific Time",758724,747328,549674,-209055
CAL,"12/8/2017, Pacific Time",750199,735776,548708,-201488
CAL,"12/9/2017, Pacific Time",705029,677964,491520,-213513
CAL,"12/10/2017, Pacific Time",685863,658665,477965,-207901
CAL,"12/11/2017, Pacific Time",756524,737757,540932,-215599
CAL,"12/12/2017, Pacific Time",760985,750539,553842,-207150
CAL,"12/13/2017, Pacific Time",764401,752674,557710,-206706
CAL,"12/14/2017, Pacific Time",757612,750616,546691,-210932
CAL,"12/15/2017, Pacific Time",755255,741459,534759,-220372
CAL,"12/16/2017, Pacific Time",690908,682669,482082,-208307
CAL,"12/17/2017, Pacific Time",674053,663178,482393,-191660
CAL,"12/18/2017, Pacific Time",745626,745562,521260,-228531
CAL,"12/19/2017, Pacific Time",756267,756066,536936,-222096
CAL,"12/20/2017, Pacific Time",755049,751915,549016,-206031
CAL,"12/21/2017, Pacific Time",765707,769043,560134,-204242
CAL,"12/22/2017, Pacific Time",762605,759873,550116,-211949
CAL,"12/23/2017, Pacific Time",703970,700276,474236,-229558
CAL,"12/24/2017, Pacific Time",670664,674711,457165,-212138
CAL,"12/25/2017, Pacific Time",651625,654720,451856,-199773
CAL,"12/26/2017, Pacific Time",704803,728586,494524,-210278
CAL,"12/27/2017, Pacific Time",724681,703494,516177,-208505
CAL,"12/28/2017, Pacific Time",722246,721371,510845,-211306
CAL,"12/29/2017, Pacific Time",718112,711552,499990,-217767
CAL,"12/30/2017, Pacific Time",673974,672877,457767,-202733
CAL,"12/31/2017, Pacific Time",655011,652689,452602,-204850
